time,latitude,longitude,depth,mag,region
2021-03-18T09:35:55.465Z,55.0518,163.2549,10,4.1,139 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-18T19:46:50.750Z,54.9063,162.9642,10,4.1,150 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-19T03:16:32.454Z,55.2993,160.3733,10,5.3,57 km SE of Atlasovo  Russia
2021-03-19T09:00:21.443Z,54.8078,163.3198,10,4.7,166 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-19T20:28:10.556Z,54.7639,163.4817,10,4.3,174 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-19T22:40:03.776Z,54.9093,162.5489,10,4.5,146 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-20T02:33:14.314Z,55.272,160.4132,10,4.5,61 km SE of Atlasovo  Russia
2021-03-20T06:56:21.227Z,54.8597,163.2043,10,4.1,159 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-20T11:12:41.027Z,49.4673,155.7635,49,4,136 km S of Severo-Kuril’sk  Russia
2021-03-20T11:49:19.637Z,49.1192,156.1623,36.66,4.9,173 km S of Severo-Kuril’sk  Russia
2021-03-20T15:26:41.381Z,49.0702,156.2384,10,5.2,178 km S of Severo-Kuril’sk  Russia
2021-03-20T18:02:46.649Z,54.6894,163.2251,10,4.5,177 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-20T20:22:21.566Z,55.2209,163.1969,10,4.1,120 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-21T02:27:12.133Z,55.2744,162.8733,10,4.1,109 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-21T20:58:16.708Z,49.2188,156.0157,35,4.4,162 km S of Severo-Kuril’sk  Russia
2021-03-21T21:13:12.913Z,54.869,163.304,10,5,160 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-22T12:19:06.320Z,54.949,163.1205,10,4.2,148 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-22T22:24:51.548Z,50.3744,155.0999,140.44,4.8,80 km WSW of Severo-Kuril’sk  Russia
2021-03-23T01:41:18.674Z,54.4776,163.5105,10,4.2,205 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-23T19:30:27.122Z,51.6025,156.8894,138.04,4,29 km ENE of Ozernovskiy  Russia
2021-03-23T19:42:48.999Z,51.3725,159.6371,10,4.1,192 km SSE of Vilyuchinsk  Russia
2021-03-25T11:09:38.219Z,54.9225,163.267,10,4.1,153 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-25T13:36:27.342Z,54.8184,163.2226,10,4.3,163 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-25T23:27:05.873Z,55.1072,163.3094,10,4.3,135 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-26T03:50:25.733Z,55.9201,162.7815,61.61,4.4,39 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-26T18:23:40.919Z,55.8476,163.567,34.82,4.6,80 km ESE of Ust’-Kamchatsk Staryy  Russia
2021-03-26T20:29:33.550Z,55.92,162.7845,51.58,4.3,39 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-28T18:38:17.424Z,54.7682,162.2722,41.19,4.6,163 km S of Ust’-Kamchatsk Staryy  Russia
2021-03-29T19:41:46.872Z,54.7239,163.0938,10,4.8,171 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-03-30T16:24:31.868Z,54.5363,163.3397,10,4.4,196 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-04-05T13:43:08.815Z,54.8121,163.3614,31.45,4.9,167 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-04-08T04:17:18.936Z,54.9016,162.9117,10,4.4,150 km S of Ust’-Kamchatsk Staryy  Russia
2021-04-11T13:48:53.894Z,52.3436,158.4724,81.93,4.6,65 km S of Vilyuchinsk  Russia
2021-04-14T00:50:59.902Z,53.6851,160.98,41.19,4.5,170 km ENE of Petropavlovsk-Kamchatsky  Russia
2021-04-17T15:45:23.002Z,54.2392,160.3819,83.15,5,near the east coast of the Kamchatka Peninsula  Russia
2021-04-18T00:34:25.190Z,50.2867,155.6802,126.12,4.6,53 km SW of Severo-Kuril’sk  Russia
2021-04-20T06:16:29.690Z,49.6871,155.7409,84.34,4.1,113 km SSW of Severo-Kuril’sk  Russia
2021-04-23T08:49:04.416Z,55.2229,163.1853,10,4.2,120 km SSE of Ust’-Kamchatsk Staryy  Russia
2021-04-27T22:07:08.414Z,54.6737,161.2684,63.67,4.2,146 km SE of Atlasovo  Russia
2021-04-27T23:35:45.127Z,54.7739,160.2695,115.43,4.1,100 km SSE of Atlasovo  Russia
2021-05-03T15:19:57.804Z,53.8018,160.3851,71.99,4.5,142 km NE of Petropavlovsk-Kamchatsky  Russia
2021-05-05T14:08:47.310Z,52.2075,158.8133,87.71,4.5,85 km SSE of Vilyuchinsk  Russia
